description,hashtags,likes,comments,reposts,type,links/tags,link
"#Breaking #RSAC2023 #Interview\n\nMake sure to visit booth 𝗡-𝟱𝟮𝟬𝟬 𝗮𝘁 𝘁𝗵𝗲 𝗡𝗼𝗿𝘁𝗵 𝗘𝘅𝗽𝗼 tomorrow afternoon (Wednesday) at 1:30 pm to hear Quantropi Inc. CEO James Nguyen and CTO Michael Redding speak live! \n\nThe filmed interview will address Quantropi Inc.’s presence at RSA Conference™ 2023, hybrid attack methods that incorporate AI and Machine Learning, the quantum threat, and what organizations need to do to prepare.\n\nLearn more about how our TrUE Quantum-secure cryptography platform QiSpace™ protects data and communication from AI and quantum attacks. And watch LIVE demos of our Quantum Secure Boot Loader, Advanced Quantum Encryption for TLS, and Quantum Entropy Services. \n\nRandy Kuang Jay Toth Raj Narula, P.Eng. Nick Kuang Larry LaCasse Andrew Hammond Louis Sutherland Ken Dobell Colin Osing\n\n#BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard #JamesNgyuen #MichaelRedding","['#Breaking', '#RSAC2023', '#Interview', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard', '#JamesNgyuen', '#MichaelRedding']",37,0,5,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/rsa-conference/', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc', 'www.linkedin.com/in/ACoAAAFb5YwBphJvFR3NswhW192SweycfUrHJCc', 'www.linkedin.com/in/ACoAAAAGXqIBlyaDAKBBx56o2hNKFWcv7BkR1zk', 'www.linkedin.com/in/ACoAAAExhhwBaaenUHcS-R--c4ePw9nQLx0mPew', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7056789324448587776
The Quantropi Inc. retail corner has been consolidated and restocked (thanks to my good ol days in retail 🤗) Also a quick tour of my murals! https://lnkd.in/eG2atKi5,[],20,2,"<span dir=""ltr"">Eric Chan</span></span><span class=""visually-hidden"">Eric Chan</span>\n</span>\n<span class=""update-components-actor__supplementary-actor-info t-black--light t-14 t-normal ml1"">\n<span",Video,"['www.linkedin.com/company/quantropi/', 'lnkd.in/eG2atKi5']",https://www.linkedin.com/feed/update/urn:li:activity:7046951550555971584
"“The market is ripening, and the first mover advantage will provide lucrative opportunities to commercialize PQC.” said Michela Menting, Cybersecurity Applications Research Director at ABI Research.\n\nWe couldn’t agree more! The commercial PQC landscape is indeed evolving radically - we hear this from prospects and clients on a daily basis!\n\nThanks, DIGITIMES Asia for recognizing Quantropi Inc. as a Key PQC Vendor in this growing market. Our QiSpace™ platform and TrUE Quantum-Secure cryptography enable companies to upgrade their defences to protect against today’s cyber threats and tomorrow’s Y2Q Quantum Threats. \n\nGet access to quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures. Submit your QiSpace™ trial request today to get started!https://bit.ly/3NzfiJF\n\nhttps://lnkd.in/gG4sZssZ\n\n#QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",17,1,3,Article,"['www.linkedin.com/in/ACoAAAYjgYoBhGGpLgp5cu7VUtU2eyLdWbv0fAY', 'www.linkedin.com/company/digitimes/', 'www.linkedin.com/company/quantropi/', 'bit.ly/3NzfiJF', 'lnkd.in/gG4sZssZ']",https://www.linkedin.com/feed/update/urn:li:activity:7000882439929675776
"Are you prepared for the Y2Q Quantum Threat to cryptography?\n\nAs quantum computing advances, the US government is bracing for quantum cyber attacks. It’s more important than ever to take steps to protect data, networks and systems, now and forever.\n\nProtect your data, networks, systems and devices NOW with Quantropi Inc.’s #QiSpace™.Submit your QiSpace™ trial request today to get started!https://bit.ly/3NzfiJF\n\n#Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #quantumcomputing #technologyhttp://bit.ly/3JgYXsK","['#QiSpace™.Submit', '#Quantropi\u202f', '#BringItOn', '#Y2Q', '#QuantumReadyBoard', '#informationsecurity', '#quantumcomputing', '#technologyhttp://bit.ly/3JgYXsK']",42,3,3,Article,['bit.ly/3NzfiJF'],https://www.linkedin.com/feed/update/urn:li:activity:7023746370394095616
"We are #hiring for a Product Security Engineer to join our Engineering Team at Quantropi Inc. \n\nDo you know anyone who fits the job description? \n\nCheck out the link below !!!https://lnkd.in/eVh2q-Ng\n\nJames Nguyen Michael Redding Randy Kuang Raj Narula, P.Eng. Lily H Ken Dobell Colin Osing\n\n#job #ProductSecurityLead #engineering #security #BringItOn #Quantropi","['#hiring', '#job', '#ProductSecurityLead', '#engineering', '#security', '#BringItOn', '#Quantropi']",15,1,2,Article,"['www.linkedin.com/company/quantropi/', 'lnkd.in/eVh2q-Ng', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAACnorZUBvKq1esj2w0QENcbZmklD8h7fxlM', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7000558055977345024
"#Breaking Quantropi Inc. has been named a Deloitte Fast 50 Technology company!  The award honors some of the fastest growing tech companies in many key sectors of the innovation economy. \n\nQuantropi Inc. won in the category of ""Quantum in Mobility"", which focuses on innovative quantum technology solutions to control and protect mobility. Quantropi Inc.’s  QiSpace™ platform has major benefits for the Mobility sector, which includes connected and self-navigating vehicles. \n\n“Winning a Deloitte Technology Fast 50 Award is a great honor,” said James Nguyen, CEO of Quantropi. “We’re pleased and proud that Deloitte recognized our TrUE quantum-secure cryptography solutions for IoT, with their demonstrated power to protect the mission-critical embedded systems from today’s cyberattacks and tomorrow’s Quantum Threat, known as “Y2Q”.” \n\nJames Nguyen Randy Kuang Michael Redding Ken Dobell Raj Narula, P.Eng. Colin Osing  https://lnkd.in/gSmHemsY\n\n#BringItOn #Quantropi #QuantamSecurity #TechnologyFast50ChallengerAward2022 #deloitte ","['#Breaking', '#BringItOn\u202f', '#Quantropi\u202f', '#QuantamSecurity\u202f', '#TechnologyFast50ChallengerAward2022\u202f', '#deloitte']",39,16,4,Article,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/deloitte/', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'lnkd.in/gSmHemsY']",https://www.linkedin.com/feed/update/urn:li:activity:6998645817062436865
"IBM Unveils 400 Qubit-Plus Quantum Processor and Next-Generation IBM Quantum System Two \n\nAs quantum computers grow more powerful, we get closer to Y2Q – the day our encryption is compromised. It’s crucial that companies take steps to protect their systems and data TODAY.  Quantropi Inc.’s QiSpace™ platform and TrUE Quantum-Secure cryptography enable companies to upgrade their defences against the Y2Q Quantum Threat. Get access to quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures.  Submit your QiSpace™ trial request today to get started!   https://lnkd.in/ehyPbce7 ﻿#QuantumSecurity﻿﻿ ﻿#BringItOn﻿﻿ ﻿#Quantropi﻿﻿ ﻿#Y2Q﻿﻿ ﻿#technology﻿﻿ ﻿#cryptography﻿﻿ ﻿#quantumcryptography﻿﻿ ﻿#Cybersecurity﻿﻿  https://ibm.co/3tGGxIY","['#QuantumSecurity\ufeff\ufeff', '#BringItOn\ufeff\ufeff', '#Quantropi\ufeff\ufeff', '#Y2Q\ufeff\ufeff', '#technology\ufeff\ufeff', '#cryptography\ufeff\ufeff', '#quantumcryptography\ufeff\ufeff', '#Cybersecurity\ufeff\ufeff']",11,0,1,Article,"['www.linkedin.com/company/quantropi/', 'lnkd.in/ehyPbce7', 'ibm.co/3tGGxIY']",https://www.linkedin.com/feed/update/urn:li:activity:6999711492870737920
"Looking for a crash course in next-gen IoT security?\n\nDrop by Quantropi Inc.’s Booth 𝗡-𝟱𝟮𝟬𝟬 𝗮𝘁 𝘁𝗵𝗲 𝗡𝗼𝗿𝘁𝗵 𝗘𝘅𝗽𝗼 – RSA Conference™, Moscone Center, San Francisco – and meet our IoT and embedded systems business expert Larry LaCasse.\n\nWatch LIVE demos of Quantropi Inc.’s uLoadXLQ, the world’s first Quantum Secure Boot Loader for IoT and embedded platforms. Learn more about how our TrUE Quantum-Secure Cryptography platform QiSpace™ protects data and communications from today’s AI attacks and tomorrow’s quantum threat.\n\nRegister NOW with 52EQUANTRXP for a FREE Expo pass!\n\nSchedule a meeting with Larry today!Learn more: https://bit.ly/3GloXBb\n\n#RSAC2023 #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard","['#RSAC2023', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard']",9,1,1,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/rsa-conference/', 'www.linkedin.com/company/mosconecenter/', 'www.linkedin.com/in/ACoAAAFb5YwBphJvFR3NswhW192SweycfUrHJCc', 'www.linkedin.com/company/quantropi/', 'bit.ly/3GloXBb']",https://www.linkedin.com/feed/update/urn:li:activity:7054136380620201984
"""The advent of a quantum computer could be the information-security equivalent of the nuclear bomb: almost no information or computing systems would be secure against a future quantum attack. Canada needs to seize the opportunity to lead the world in building, deploying, and exporting technology to enable the global quantum Internet and protect itself. ”-  Stephanie Simmons, Associate Professor, Simon Fraser University, Canada. \n\nQuantropi Inc.  is on a mission to preserve truth and trust by defending the global digital economy from the Y2Q Quantum Threat! \n\nQuantropi Inc.’s 𝗤𝗶𝗦𝗽𝗮𝗰𝗲™ is the world’s first and only 𝗧𝗿𝗨𝗘 Quantum-Secure cryptography platform that provides all 3 prerequisites for end-to-end cybersecurity – 𝗧𝗿ust, 𝗨ncertainity, and 𝗘ntropy – “𝗧𝗿𝗨𝗘 ”.  \n\nFor application developers and enterprises looking to quantum-secure their products, systems, and networks against the Y2Q Quantum Threat. Get access to quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures.  Submit your QiSpace™ trial request today to get started!  https://lnkd.in/ehyPbce7 \n\nhttps://bit.ly/3DzAeeV",[],6,0,0,Article,"['www.linkedin.com/in/ACoAAC5ivV0BaUmAPiupqm4uF8Nrv6UcE_pYPrQ', 'www.linkedin.com/company/quantropi/', 'lnkd.in/ehyPbce7', 'bit.ly/3DzAeeV']",https://www.linkedin.com/feed/update/urn:li:activity:6995037083169890304
"We have now released a full-text published version of our New Quantum Information Processing paper, thanks to Springer Nature Group - ""𝗔 𝗻𝗲𝘄 𝗽𝗼𝘀𝘁-𝗾𝘂𝗮𝗻𝘁𝘂𝗺 𝗺𝘂𝗹𝘁𝗶𝘃𝗮𝗿𝗶𝗮𝘁𝗲 𝗽𝗼𝗹𝘆𝗻𝗼𝗺𝗶𝗮𝗹 𝗽𝘂𝗯𝗹𝗶𝗰 𝗸𝗲𝘆 (𝗠𝗣𝗣𝗞) 𝗲𝗻𝗰𝗮𝗽𝘀𝘂𝗹𝗮𝘁𝗶𝗼𝗻 𝗮𝗹𝗴𝗼𝗿𝗶𝘁𝗵𝗺”.\n\nDownload your citation now: https://bit.ly/3h4PJUD\n\nA huge shoutout to authors: Randy Kuang Maria Perepechaenko \n\n#MPPK #KEM #research #paper #Quantropi #bringiton #quantumtechnology #quantumcryptography #pqc #cryptography #publickeyinfrastructureJames Nguyen Michael Redding Raj Narula, P.Eng. Ken Dobell","['#MPPK', '#KEM', '#research', '#paper', '#Quantropi', '#bringiton', '#quantumtechnology', '#quantumcryptography', '#pqc', '#cryptography', '#publickeyinfrastructureJames']",9,0,0,Article,"['www.linkedin.com/company/springernaturegroup/', 'bit.ly/3h4PJUD', 'www.linkedin.com/in/ACoAABZ0bB0BpvOHjF-CbZ0mIJP76augKGSv4aI', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k']",https://www.linkedin.com/feed/update/urn:li:activity:6993613936570818560
President Biden signed the Quantum Computing Cybersecurity Act into law. This marks a major milestone in the global effort to develop and deploy quantum-secure cryptography replacing the current long-standing encryptions in place.\n\nThe Y2Q Quantum threat is real and the time to act is now. Quantropi Inc.'s QiSpace™ platform and TrUE Quantum-Secure cryptography enable companies to upgrade their defences against the Y2Q Quantum Threat. \n\nGet access to TrUE quantum-secure cryptography todayhttps://bit.ly/3NzfiJF\n\nhttps://lnkd.in/e-EQMRf5,[],74,2,6,Article,"['www.linkedin.com/company/quantropi/', 'bit.ly/3NzfiJF', 'lnkd.in/e-EQMRf5']",https://www.linkedin.com/feed/update/urn:li:activity:7012162286576447488
"Ottawa Business Journal and EY launched a new local technology magazine on March 6. The magazine, titled Techopia-EY Insights, was celebrated by more than 150 technology sector leaders and entrepreneurs who gathered at Queen St. Fare for an evening of networking, drinks and food. \n\nTechopia correspondent Riaz Sidi interviewed attendees, asking them about their thoughts on the state of the technology sector in Ottawa.\n\nThe magazine’s digital edition can be accessed at https://lnkd.in/e5z2ZbSS.",[],53,5,9,Video,['lnkd.in/e5z2ZbSS'],https://www.linkedin.com/feed/update/urn:li:activity:7039794619852709888
"We are delighted to be exhibiting live, onsite at IQT, New York Oct. 25 – 27.   Join our CTO Michael Redding’s special panel “𝗣𝗤𝗖 𝗣𝗿𝗼𝗱𝘂𝗰𝘁𝘀: 𝗪𝗵𝗼 𝘄𝗶𝗹𝗹 𝘂𝘀𝗲 𝘁𝗵𝗲𝗺 𝗮𝗻𝗱 𝘄𝗵𝗲𝗻?” on Oct. 25th at 1:35 PM EST. \n\nAlso, don’t forget to pick up your Icons of Cryptography collectable trading cards, experience a quantum encryption photo booth, and watch our TrUE quantum-secure technology showcases, including 𝗤𝗶𝗦𝗽𝗮𝗰𝗲™ 𝗦𝗘𝗤𝗨𝗥™ for live quantum entropy distribution!  Learn More: https://bit.ly/3Vxfqge  Register today using the code 𝗜𝗤𝗧𝗦𝗣𝗘𝗖𝗜𝗔𝗟 for a 10% discount on your tickets: https://bit.ly/3eEtT9y  James Nguyen Randy Kuang Ken Dobell Colin Osing Raj Narula P.Eng., #IQT22 #InsideQuantumTechnology #NewYork #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity ","['#IQT22', '#InsideQuantumTechnology', '#NewYork', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",17,1,5,Article,"['www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'bit.ly/3Vxfqge', 'bit.ly/3eEtT9y', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6990011749550686208
Global Telco OEM is securing its 5G Network from the Y2Q Quantum Threat!  Learn how the Telco OEM leveraged Quantropi Inc.'s QiSpace™ platform and SEQUR™ within their 5G backhaul infrastructure to securely distribute quantum entropy (true random numbers) to all backhaul nodes over existing connections – with no new hardware needed \n\nComplete the simple form below and receive our case study now! https://bit.ly/3hSp79Q #TelcoOEM #CaseStudy #SEQUR™ #Quantropi #BringItOn,"['#TelcoOEM', '#CaseStudy', '#SEQUR™', '#Quantropi', '#BringItOn']",18,1,1,Article,"['www.linkedin.com/company/quantropi/', 'bit.ly/3hSp79Q']",https://www.linkedin.com/feed/update/urn:li:activity:7013881271089082369
"Join the Q for quantum and cybersecurity news that’s fit to decrypt!\n\nSubscribe to our monthly Q-Review newsletter to receive news and articles on everything from the Y2Q Quantum Threat and quantum-secure cryptography... to organizational quantum readiness and best practices. Plus, company news, milestones, special offers and more. Thanks!\n\nSubscribe now: https://bit.ly/3gaYps4\n\n#quantumsecurity #cybersecurity #Y2Q #datasecurity #cryptography #QuantumThreat #BringItOn #Quantropi","['#quantumsecurity', '#cybersecurity', '#Y2Q', '#datasecurity', '#cryptography', '#QuantumThreat', '#BringItOn', '#Quantropi']",11,0,1,Article,['bit.ly/3gaYps4'],https://www.linkedin.com/feed/update/urn:li:activity:6986736760911183872
"SEQUR™ is the Entropy offering in Quantropi Inc.'s TrUE line of cryptographic solutions - providing QRNG-derived true random numbers for encryption keys - and distribution functionality to any endpoint over existing network infrastructure.\n\nLearn more about SEQUR™ at RSA Conference™ 2023, San Francisco – 𝗔𝗽𝗿𝗶𝗹 𝟮𝟰𝘁𝗵 𝘁𝗼 𝟮𝟳𝘁𝗵 – Booth 𝗡-𝟱𝟮𝟬𝟬 𝗮𝘁 𝘁𝗵𝗲 𝗡𝗼𝗿𝘁𝗵 𝗘𝘅𝗽𝗼.\n\nAlso, watch LIVE demos of our TrUE Quantum-Secure Cryptography platform QiSpace™ – powering use cases for IoT and Enterprise Security including a quantum-secure boot loader, data encryption, TLS, quantum entropy services and more. \n\nRegister NOW with 52EQUANTRXP for a FREE Expo pass!Schedule a meeting with Quantropi Inc. today!\n\nLearn more: http://bit.ly/3GloXBb\n\nJames Nguyen Michael Redding Randy Kuang Jay Toth Raj Narula, P.Eng. Ken Dobell Colin Osing Nick Kuang\n\n#RSAC2023 #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard","['#RSAC2023\u202f', '#BringItOn\u202f', '#Quantropi\u202f', '#Y2Q\u202f', '#technology\u202f', '#cryptography\u202f', '#quantumcryptography\u202f', '#Cybersecurity\u202f', '#QuantumSecurityBoard']",15,0,3,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/rsa-conference/', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc']",https://www.linkedin.com/feed/update/urn:li:activity:7051981908485775361
